Nom du produit,Marque,RAM,Capacité (mémoire),Couleur(s),Référence,Modèle de téléphone,Prix,Site web,Catégorie
Xiaomi Redmi 14C Noir (8 Go / 256 Go) - Smartphone 4G-LTE Dual SIM - Helio G81-Ultra 8-Core 2.0 GHz - RAM 8 Go - Ecran tactile 6.88',XIAOMI,,,,,,124,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
"Smartphone OUKITEL P1 -  4Go + 256 Go - 5150mAh - 6.7""  FHD+ 120Hz - 50MP+32MP - OTG/NFC/GPS - Noir",OUKITEL,4 Go + 12 Go d‘extension,16Go(4+12)RAM+256Go ROM,Noir,,OUKITEL P1,"147,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
APPLE iPhone 12 mini 128Go Vert - Reconditionné - Excellent état,APPLE,,,,MGE73F/A,,"196,98",cdiscount.com,SMARTPHONE
"Doogee S200X Smartphone Robuste 32Go + 512Go 10100 mAh 33W Charge Rapide 100MP Caméra 6,72''+1.32"" IP68 Téléphone 5G NFC GPS - Noir",DOOGEE,12Go RAM + jusqu'à 20Go d'extension,,,,S200X,"339,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
"Smartphone Robuste OUKITEL WP52 - 16Go+256Go 48MP 6,6"" 6500mAh IP68 Téléphone portable Android 14 Double SIM 5G - NFC/GPS - Bleu",OUKITEL,4 Go + 12 Go d‘extension,16Go + 256Go,Bleu,,OUKITEL WP52,"209,99",cdiscount.com,SMARTPHONE
"Telephone portable DOOGEE N50PRO Smartphone,20+256Go,Octa Core -6.52"" HD+ Android 13.0 4200mAh 50+2MP déblocage du visage - Vert",DOOGEE,20Go (8Go + jusqu'à 12go RAM étendue),20 Go + 256 Go,Vert,,N50PRO,"79,99",cdiscount.com,SMARTPHONE
"Smartphone - Google - Pixel 8 - 128 Go - 6.2"" - Double SIM - 5G - Noir Volcanique",GOOGLE,,128 Go,Noir,,,"427,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
"Smartphone Robuste OUKITEL WP5 - 64 Go - Batterie 8000mAh - 5.5"" - IP68 Etanche - Double SIM 4G GPS - Noir",OUKITEL,4 Go,64 Go,Noir,,,"113,99",cdiscount.com,SMARTPHONE
Xiaomi Redmi Note 13 Pro 5G 8 Go/128 Go Bleu (Ocean Teal) Double SIM,XIAOMI,,8Go + 128Go,Bleu,,,"229,5",cdiscount.com,SMARTPHONE
"Smartphone Google Pixel 8 Pro 6.7"" 5G Double SIM 128 Go Noir",GOOGLE,,128 Go,Noir,,Google Pixel 8 Pro 5G,"488,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
"Smartphone 4G - Marque - Modèle - 6.3"" Plein HD - 64Go - Débloqué - Android 10.0",TEENO,4 Go,,,,,"65,99",cdiscount.com,SMARTPHONE
Samsung Galaxy S24 FE Smartphone 256 Go Bleu,SAMSUNG,8 Go,256 Go,Bleu,SM-S721BLBGEUB,S24FE,"578,9",cdiscount.com,SMARTPHONE
"HONOR Magic6 Lite 5G 8+256Go Vert Téléphone Snapdragon 6450 6.78"" AMOLED 120Hz Appareil photo principal 108MP 5300mAh Smartphone",HONOR,8 Go,256 Go,,,,"215,9",cdiscount.com,SMARTPHONE
SAMSUNG Galaxy A12 2021 Noir,SAMSUNG,4 Go,,,A127 N,,"108,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Smartphone Nothing Phone (2a) Plus 5G 12Go 256Go Noir 6.7” AMOLED 120 Hz MediaTek Dimensity 7350 Pro 5000 mAh,NOTHING,,,,,,"365,9",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Smartphone Google Pixel 8 Pro 128Go Bleu Azur 5G,GOOGLE,,128 Go,Bleu Azur,,Google Pixel 8 Pro 5G,"462,33",cdiscount.com,SMARTPHONE
APPLE iPhone 16e 128GB Black,APPLE,,128 Go,Noir,MD1Q4F/A,iPhone 16e,719,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Xiaomi Redmi Note 14 Pro 5G Smartphone de 8GO + 256GO Vert,XIAOMI,8 Go,8+256GO,Vert corail,RN14PRO5G8256V,Redmi Note 14 Pro 5G,"277,86",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
SAMSUNG ZFlip5 256G Vert d'eau (2023) - Reconditionné - Etat correct,SAMSUNG,,,Vert,SM-F731BLGGEUB,,539,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
iPhone 15 128GB Noir,APPLE,,128 Go,Midnight,MTP03ZD/A,Iphone 15,799,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
SAMSUNG Galaxy S23 256Go Noir,SAMSUNG,8Go,256Go,Noir,SM-S911BZKGEUB,Samsung Galaxy S23,"447,37",cdiscount.com,SMARTPHONE
APPLE iPhone 16e 128GB White,APPLE,,128 Go,Blanc,MD1R4F/A,iPhone 16e,719,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
SAMSUNG Galaxy S23 128Go Noir,SAMSUNG,8Go,128Go,Noir,SM-S911BZKDEUB,Samsung Galaxy S23,"371,77",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Samsung Galaxy S23 FE  Smartphone 128 Go Vert,SAMSUNG,8 Go,128 Go,Vert,SM-S711BLGDEUB,Samsung Galaxy S23 FE 5G,"372,95",cdiscount.com,SMARTPHONE
"Téléphone portable DOOGEE N55PRO 6.56 pouce HD+ 90Hz 16Go + 256Go smartphone Android 14, batterie 5150 mAh caméra 13MP + 8MP",DOOGEE,16Go (6Go + jusqu'à 10go RAM étendue),16Go + 256Go,Bleu,,N55PRO,"119,99",cdiscount.com,SMARTPHONE
XIAOMI Redmi 14C 4Go+128 Go Smartphone 4G Adaptateur inclus Noir,,,,,,,"95,99",cdiscount.com,SMARTPHONE
POCO X7 Pro Noir 12 GO + 256 GO,,,12GO+256GO,,,,"315,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Samsung Galaxy S24 Smartphone 128 Go Noir,SAMSUNG,8Go,128 Go,Noir,SM-S921BZKDEUB,Samsung Galaxy S24,"449,88",cdiscount.com,SMARTPHONE
SAMSUNG Galaxy S23 Ultra 256Go Vert,SAMSUNG,8Go,256Go,Vert,SM-S918BZGDEUB,Samsung Galaxy S23 Ultra,"576,88",cdiscount.com,SMARTPHONE
"Téléphone portable DOOGEE N55PRO 6.56 pouce HD+ 90Hz 16Go + 256Go smartphone Android 14, batterie 5150 mAh caméra 13MP + 8MP",DOOGEE,16Go (6Go + jusqu'à 10go RAM étendue),16Go + 256Go,Bleu,,N55PRO,"119,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Smartphone Google Pixel 8a 5G Double Sim 128Go Obsidian Noir,GOOGLE,,128 Go,Noir,,,"388,66",cdiscount.com,SMARTPHONE
Smartphone - ZTE - Nubia NEO2 - 8 Go RAM - 256 Go - 5G - Jaune Sunfire,ZTE,,,Jaune Sunfire,,,"211,6",cdiscount.com,SMARTPHONE
Smartphone Nothing PHONE (2a) Blanc 12Go +256Go,NOTHING,,,,,,"299,9",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
DOOGEE Vmax Plus Smartphone Robuste 36Go + 512Go 22000mAh Batterie 33W 6.58'' FHD+ 200MP Caméra IP68 NFC Double Sim 5G GPS - Gris,DOOGEE,16Go RAM + jusqu'à 20Go d'extension,512 Go,Gris,,Vmax plus,"399,99",cdiscount.com,SMARTPHONE
"Telephone portable DOOGEE N50PRO Smartphone,20+256Go,Octa Core -6.52"" HD+ Android 13.0 4200mAh 50+2MP déblocage du visage - Noir",DOOGEE,20Go (8Go + jusqu'à 12go RAM étendue),20 Go + 256 Go,Noir,,N50PRO,"79,99",cdiscount.com,SMARTPHONE
APPLE iPhone 13 128 Go Midnight (2021) - Reconditionné - Excellent état,APPLE,,128 Go,Noir,MLPF3F/A,,"304,88",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Smartphone Google Pixel 8 Pro 128Go Porcelaine 5G,GOOGLE,,128 Go,Porcelaine,,,515,cdiscount.com,SMARTPHONE
APPLE Iphone Xr 64Go Noir - Reconditionné - Excellent état,APPLE,,64 Go,Noir,MRY42ZD/A,,"178,93",cdiscount.com,SMARTPHONE
SAMSUNG Galaxy S23 plus 256Go Noir,SAMSUNG,8Go,256Go,Noir,SM-S916BZKDEUB,S23+,"469,88",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
SAMSUNG Galaxy A14 4G Noir 128Go,SAMSUNG,4 Go,128 Go,Noir,SM-A145RZKVEUB,A14 4G,"109,98",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
"DOOGEE FIRE 6 Telephone Portable Incassable 16Go+256Go,6.56"" Écran 10400mAh Étanche Smartphone Android 14 -Imagerie thermique-",DOOGEE,16Go (6Go + jusqu'à 10go RAM étendue),16 Go de RAM (6 Go + jusqu'à 10 Go de RAM étendue) + 256 Go de ROM,Fire 6 - Noir,,FIRE6,"249,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Xiaomi Redmi Note 14 Pro 4G Smartphone de 8G RAM 256G ROM-Noir,XIAOMI,,8+256G,,,,"228,99",cdiscount.com,SMARTPHONE
HONOR 20 Noir 128 Go,HONOR,6 Go,128 Go,Noir,51093VBY,,"105,99",cdiscount.com,SMARTPHONE
"Motorola Edge 50 Fusion 8/256 Go Smartphone 5G IP68 Snapdragon 7s Gen 2 6,67'' FHD+ 144 Hz Bleu Forêt",MOTOROLA,8 Go,,,,,"248,78",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Smartphone - REDMAGIC - 10 Pro - 12 Go RAM - 256 Go ROM - Snapdragon 8 Elite - 5G,,,,,NX789J,,679,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
APPLE iPhone 13 mini 128 Go Pink (2021) - Reconditionné - Excellent état,APPLE,,128 Go,Rose,MLK23F/A,,277,cdiscount.com,SMARTPHONE
APPLE iPhone 12 Pro 128Go Graphite - Reconditionné - Excellent état,APPLE,,128 Go,Graphite,MGMK3F/A,,"305,85",cdiscount.com,SMARTPHONE
Smartphone NOTHING CMF Phone 1 Vert 8Go Ram 256Go,NOTHING,8Go,,,,,219,cdiscount.com,SMARTPHONE
Téléphone mobile - GOOGLE - Pixel 7 Pro - 128 Go - Double SIM - Noir,GOOGLE,12 Go de RAM LPDDR5,128 Go,Noir,GA03462-GB,Google Pixel 7 Pro,"368,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Samsung Galaxy S24 Smartphone 128 Go Crème,SAMSUNG,8Go,128 Go,Crème,SM-S921BZYDEUB,S24,"449,37",cdiscount.com,SMARTPHONE
SAMSUNG Galaxy S23 Ultra 512Go Noir,SAMSUNG,8Go,512Go,Noir,SM-S918BZKHEUB,S23 Ultra,"652,88",cdiscount.com,SMARTPHONE
APPLE iPhone 11 64 Go Blanc - Reconditionné - Etat correct,APPLE,4 Go,64 Go,Blanc,MWLU2ZD/A,,"178,9",cdiscount.com,SMARTPHONE
XIAOMI Redmi 13 256Go Bleu,XIAOMI,,,,,,"124,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
SAMSUNG Galaxy S23 Ultra 256Go Crème,SAMSUNG,8Go,256Go,Crème,SM-S918BZEDEUB,Samsung Galaxy S23 Ultra,"596,38",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Samsung Galaxy A05s Smartphone 64 Go Lime,SAMSUNG,4Go,64 Go,Lime,SM-A057GLGUEUB,A05s,"131,95",cdiscount.com,SMARTPHONE
Samsung Galaxy S23 FE Smartphone 128 Go 5G Crème,SAMSUNG,8 Go,128 Go,Crème,SM-S711BZWDEUB,S23FE,320,cdiscount.com,SMARTPHONE
APPLE iPhone 13 mini 128 Go Midnight (2021) - Reconditionné - Excellent état,APPLE,,128 Go,Noir,MLK03F/A,,"276,79",cdiscount.com,SMARTPHONE
Xiaomi Redmi Note 13 Pro 5G 8 Go/256 Go Bleu (Ocean Teal) Double SIM,XIAOMI,,,,,,"233,2",cdiscount.com,SMARTPHONE
APPLE iPhone 13 128 Go Pink (2021) - Reconditionné - Excellent état,APPLE,,128 Go,Rose,MLPH3F/A,Iphone 13,"315,88",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Smartphone Google Pixel 8a 5G Double Sim 128Go Porcelaine Blanc,GOOGLE,,128 Go,Blanc,,,"379,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Samsung Galaxy S24 Plus Smartphone 512 Go Crème,SAMSUNG,12Go,512 Go,Crème,SM-S926BZYGEUB,S24 Plus,"874,98",cdiscount.com,SMARTPHONE
APPLE iPhone 13 mini 128 Go Starlight (2021) - Reconditionné - Excellent état,APPLE,,128 Go,Blanc,MLK13F/A,,"283,79",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Xiaomi Redmi Note 14 4G 8GO RAM 256GO ROM Smartphone Noir,XIAOMI,,8GB RAM 256GB ROM,,,,"169,99",cdiscount.com,SMARTPHONE
Samsung Galaxy S24 FE Smartphone 256 Go Bleu,SAMSUNG,8 Go,256 Go,Bleu,SM-S721BLBGEUB,S24FE,"578,9",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
"Huawei Y7 Pro 2019 Smartphone 6.26"" FHD 4Go + 64Go 4000mAh Double SIM 4G - Noir",HUAWEI,4Go,64 Go,Noir,,,"72,99",cdiscount.com,SMARTPHONE
APPLE iPhone 11 64 Go Noir - Reconditionné - Etat correct,APPLE,,64 Go,Noir,MWLT2ZD/A,,"178,9",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Redmi 13 Ocean Blue 8GB RAM 256GB ROM,,,,,,,"124,99",cdiscount.com,SMARTPHONE
APPLE iPhone 16 Pro 128GB Black Titanium,APPLE,,128 Go,Black Titanium,MYND3ZD/A,iPhone 16 Pro,1139,cdiscount.com,SMARTPHONE
APPLE iPhone 15 256GB Black (2023) - Reconditionné - Excellent état,APPLE,,256 Go,Noir,MTP63ZD/A,Iphone 15,650,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
APPLE iPhone 11 64 Go Mauve - Reconditionné - Etat correct,APPLE,,64 Go,Mauve,MWLX2ZD/A,,"182,9",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
Google Pixel 9 5G 12Go 128 Go Noir volcanique Smartphone,GOOGLE,,,,,,"609,98",cdiscount.com,SMARTPHONE
"Blackview WAVE 8C Smartphone, 6Go (2+4) RAM /64Go ROM, 6.56"", 13MP, 4700mAh Téléphone Portable Android 14 GPS Double SIM 4G - Bleu",BLACKVIEW,2 Go + 4 Go extension de RAM virtuelle,(2+4) Go RAM + 64 Go ROM,Bleu,,WAVE 8C,"72,99",cdiscount.com,SMARTPHONE
Samsung Galaxy Z Flip6 Smartphone 256 Go Bleu,SAMSUNG,12 go,256 Go,Bleu,SM-F741BLBGEUB,Z Flip6,"899,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
APPLE iPhone 13 Pro 128 Go Graphite (2021) - Reconditionné - Excellent état,APPLE,,128 Go,Graphite,MLV93F/A,,"389,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
APPLE iPhone 12 128Go Rouge - Reconditionné - Excellent état,APPLE,,128 Go,,MGJD3F/A,,"258,78",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
APPLE iPhone 14 Pro 128GB Space Black - Reconditionné - Excellent état,APPLE,,128 Go,Space black,MPXV3ZD/A,,"539,99",cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
,,,,,,,,cdiscount.com,SMARTPHONE
