Nom du produit,Marque,Stockage,Référence,Taille écran,CPU,Prix,Site web,Catégorie
"PC portabler 16.1"" Botrend-Intel N5095-128Go HDD+Storage 2To SSD-Intel UHD Graphics 615-Batterie 5000mAh-Ordinateur Portable,Noir",,,,,Intel N5095,"288,66",cdiscount.com,ORDINATEUR
Ordinateur portable - HP - EliteBook 840 G3 - Core i5 - RAM 16Go - SSD 500Go - Reconditionné Etat correct,HP,500 go SSD,,,"Intel Core i5-6200U 2,3 GHz","227,99",cdiscount.com,ORDINATEUR
NOTODD PC Portable 16''- Stockage 12Go+512Go - Intel Celeron N5095 - Ordinateur Portable Windows 11 - FHD 1920*1200 - WiFI 5G +,,SSD SATA M2,,,Intel Celeron N5095,"369,99",cdiscount.com,ORDINATEUR
"Ordinateur Portable 15,6"" FHD,12 Go RAM 256 Go SSD, Intel Celeron Notebook 2.6Ghz,PC Portable Windows 11 PRO-souris-Argent-AZERTY",,,,"15,6 Pouces","Intel Celeron N4000 (2,6 GHz)",,cdiscount.com,ORDINATEUR
"PC Portable Acer Aspire 3 A315-44P-R1NV - 15.6"" FHD - AMD Ryzen 5 5500U - RAM 8Go - 512Go SSD - Windows 11 - AZERTY",ACER,SSD,NX.KSJEF.00G,Oui,AMD Ryzen™ 5 5500U,"399,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
Ordinateur Chromebook Lenovo IdeaPad Slim 3 14M868| 14'' FHD - MT8186 - RAM 4 Go - SSD 128 Go - Chrome OS - AZERTY,LENOVO,128 Go,OCCM5T8TK71RVM2,,MediaTek Kompanio 520,"169,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
NOTODD PC Portable 16''- Stockage 12Go+512Go - Celeron N5095 - Ordinateur Portable Windows 11 - FHD1920*1200 - 5G+2.4G WiFI -,,SSD,,,Celeron N5095,"299,99",cdiscount.com,ORDINATEUR
"PC portable - 16.1""FHD+ - 24 Go de RAM 512 Go SSD Intel Celeron N5095 (2,9 GHz)  - Windows 11 PRO - Rotation à 170°- AZERTY",,,,Oui,"Intel Celeron N5095 (2,0 GHz)","289,99",cdiscount.com,ORDINATEUR
"Ordinateur portable - ASUS - ASUS Vivobook Go 15 E510KA-EJ720WS - 128 Go - Windows 11 - Intel Celeron - 15.6""",ASUS,,90NB0UJ5-M010L0,,,"284,04",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer ASUS TUF Gaming A15 | Sans Windows - 15,6"" FHD 144Hz - RTX 3050 4Go - AMD Ryzen 7 7435HS - RAM 16Go - 512Go SSD",ASUS,,90NR0JV7-M003J0,Oui,AMD Ryzen 7 7435HS / 3.1 GHz,"649,99",cdiscount.com,ORDINATEUR
PC Portable LENOVO Ideapad 3 17ALC6 | Sans Windows - 17'' HD+ - Ryzen 5 5500U - RAM 12Go - SSD 512 Go - AZERTY,LENOVO,SSD 512 Go M.2 2242 PCIe® 4.0x4 NVMe®,82KV00LMFR,,AMD Ryzen™ 5 5500U,"429,99",cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook 15 R1504 | Sans Windows - 15,6"" FHD - Intel Core i7 1255U - RAM 16Go - 512Go SSD",ASUS,,90NB1022-M02JU0,Oui,Intel core i7-1255U / 1.7 GHz,"469,99",cdiscount.com,ORDINATEUR
NOTODD PC Portable 16''- Stockage 12Go+512Go - Celeron N5095 - Ordinateur Portable Windows 11 - FHD 1920*1200 - 5G/2.4G WiFI - Bleu,,SSD,,,Celeron N5095,"299,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 3 15IAN8 | Windows 11 - 15'' FHD - Core i3-N305 - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,SSD 512 Go M.2 2242 PCIe® 4.0x4 NVMe®,82XB009MFR,,"Intel® Core™ i3-N305 (8C / 8T, 1.8 / 3.8GHz, 6MB)","419,99",cdiscount.com,ORDINATEUR
"NOTODD PC Portable 14''- stockage 8+256 Go - Processeurs Intel Celeron N5095 - Ordinateur Portable Windows 11, Écran 2K, 4 cœurs",,SSD SATA M2,,,‎Intel Celeron N5095/2 GHz,"259,99",cdiscount.com,ORDINATEUR
"PC portable - 16.1""FHD+ - 24 Go de RAM 512 Go SSD Intel Celeron N95 (Jusqu'à 2,9 GHz) - Windows 11 PRO - WiFi6 - Ordinateur Portable",,,,,,"289,99",cdiscount.com,ORDINATEUR
"PC portabler 16.1"" Botrend-Intel N5095-128Go HDD+Storage 2To SSD-Intel UHD Graphics 615-Batterie 5000mAh-Ordinateur",,,,,Intel N5095,"331,66",cdiscount.com,ORDINATEUR
"PC Portable HP 15s-eq2083nf - Windows 11 - 15,6"" FHD - Ryzen 5-5500U - RAM 16Go - Stockage 512Go SSD - AZERTY",HP,,6U7X2EA#ABF,Oui,AMD Ryzen™ 5 5500U,"499,99",cdiscount.com,ORDINATEUR
Ordinateur Portable - Win11- PC Portable -14 Pouces-1080p FHD - RAM 6Go+Stockage256Go SSD - Expansible 1TB-2.4G+5G WiFi-Argent,,256 Go SSD,,14 pouces,,"204,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable HP 17-cn3013nf - Windows 11 - 17,3"" HD+ - Core i3-N305 - RAM 8Go - Stockage 512Go SSD - AZERTY",HP,,A7KA7EA#ABF,,Intel® Core™ i3-N305,"499,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 15-fb0202nf - Sans Windows - 15,6"" FHD 144Hz - RTX 3050 4Go - Ryzen 5-5600H - RAM 16Go - 512Go SSD",HP,,7M1V9EA#ABF,,AMD Ryzen™ 5 5600H,"659,99",cdiscount.com,ORDINATEUR
"PC Portable ACER Chromebook 314 CB314-2H-K04F - 14"" FHD - MTK MT8183 - RAM 4Go - Stockage 32Go - Chrome OS - AZERTY",ACER,,NX.AWFEF.00D,Oui,MTK MT8183,"219,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"APPLE MacBook Pro Retina 13"" 2017 i5 - 2,3 Ghz - 8 Go RAM - 128 Go SSD - Gris Sidéral - Reconditionné - Etat correct",APPLE,,FPXQ2FN/A,Oui,Intel Core i5 (7ème génération) 2.3 GHz,337,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable Chromebook LENOVO IdeaPad Slim 3 14M868 | Chrome OS - 14'' FHD - MT8186 - RAM 4Go - Stockage 64Go - AZERTY,LENOVO,64GB eMMC 5.1,82XJ0047FR,,MediaTek Kompanio 520,"219,99",cdiscount.com,ORDINATEUR
"NOTODD PC Portable 14"" FHD - 6Go RAM Stockage 256Go - Ordinateur portable Windows 11 - Celeron N4020 - WIFI - HDMI - Avec Souris",,SSD,,,Celeron N4020,"205,98",cdiscount.com,ORDINATEUR
NOTODD Ordinateur Portable 14'' HD - RAM  8Go +256 Go SSD - Intel Celeron N5095 - Windows 11 -  Écran 2K -  4 cœurs - HDMI - Bleu,,SSD SATA M2,,,‎Intel Celeron N5095/2 GHz,"259,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
Ordinateur portable - HP - EliteBook 840 G3 - Core i5 - RAM 16Go - SSD 500Go - Reconditionné Etat correct,HP,500 go SSD,,,"Intel Core i5-6200U 2,3 GHz","227,99",cdiscount.com,ORDINATEUR
PC portable BVATE-14''FHD - RAM 6Go+256Go Mémoire- Ordinateur Portable Windows11 |Celeron N4020- Stockage1To extensible  -Bleu,,256 Go SSD,,14 pouces,,"229,49",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
NOTODD Ordinateur portable 14'' FHD - PC Portable Windows 11 - RAM 6Go Stockage 256Go SSD -Celeron N4020 - HDMI -Avec souris -,,SSD,,,Celeron N4020,"229,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Acer Aspire 3 A315-44P-R47A - 15.6"" FHD - AMD Ryzen 7 5700U - RAM 16Go - 512Go SSD - Windows 11 - AZERTY",ACER,SSD,NX.KSJEF.004,Oui,AMD Ryzen™ 7 5700U,"579,89",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable ASUS VivoBook 14 S1405 | Win 11 - 14'' WUXGA - Intel Core i7 1355U - RAM 16Go - 1To SSD,ASUS,,90NB10M1-M00DF0,Oui,Intel Core i7 1355U / 1.7 GHz,"799,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable Gamer LENOVO LOQ 15IAX9 | Sans Windows - 15'' FHD 144hz - Core i5-12450HX - RTX4060 105W - RAM 24Go - SSD 512Go - AZERTY,LENOVO,SSD M.2 2242 PCIe® 4.0x4 NVMe®,83GS00GDFR,,Intel® Core™ i5-12450HX,"829,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer LENOVO LOQ 15ARP9 | Sans Windows - 15,6'' FHD 144Hz - R7 7435HS - RTX 4060 105W - RAM 16Go - SSD 512Go - AZERTY",LENOVO,512 Go,83JC001GFR,,Amd Ryzen 7 7435HS,"1049,99",cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 16-s1034nf - Sans Windows - 16,1"" FHD 165Hz - RTX 4060 8Go - Ryzen 5-8645HS - 16Go - 512Go SSD - AZERTY",HP,,AJ4N0EA#ABF,,AMD Ryzen™ 5 8645HS,"1049,99",cdiscount.com,ORDINATEUR
"Ordinateur Portable Alldocube GTbook 15 2Gen - Processeur Intel N95 Écran 15.6"" 16GB +512GB Windows 11 - Gris",,,,,Intel N95,"295,19",cdiscount.com,ORDINATEUR
"PC portable Auusda - 16"" FHD 32 Go de RAM 1To SSD AMD Ryzen 3 3250U (Jusqu'à 3,5 GHz) - Windows 11 PRO - Ordinateur Portable",,,,,AMD Ryzen 3 3250U,"378,94",cdiscount.com,ORDINATEUR
"MacBook Pro 15,4"" Retina avec Touch Bar - Intel Core i7 - RAM 16Go - 512Go - Reconditionné",APPLE,,MR942FN/A,Oui,Intel Core i7 (8ème génération) 2.6 GHz,599,cdiscount.com,ORDINATEUR
"PC Portable Gamer - MSI - Thin A15 B7UC-289FR - 15,6"" FHD 144Hz - Ryzen 5-7535HS - RAM 16Go - 512Go SSD - RTX 3050 4Go - Win 11 H",MSI,SSD,9S7-16RK11-289,,AMD Ryzen™ 5 7535HS,"749,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"MacBook Apple MacBook Pro 16"" 512Go SSD 18Go RAM Puce M3 Pro CPU 12 coeurs GPU 18 coeurs Noir sideral Nouveau",APPLE,,MRW13FN/A,Oui,M3 Pro,2549,cdiscount.com,ORDINATEUR
"Apple - 13,6'' MacBook Air M2 - RAM 16Go - Stockage 256Go - CPU 8 cœurs - GPU 8 cœurs - Midnight",APPLE,256 Go,MC7X4FN/A,Oui,Apple M2,999,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"ACEMAGIC PC Portable 15,6"" IPS avec Intel N150 Processeur, Ordinateur Portable 16Go RAM 512Go SSD, Windows 11PRO, WiFi, BT, USB3.0",,512Go,,"L'écran IPS de 15,6 pouces, doté d'une résolution de 1920*1080",Intel Twin Lake-N150,"319,99",cdiscount.com,ORDINATEUR
"Pc portable Lenovo X240 - i5 - 8Go - 240 Go SSD - 12,5'' - W10",LENOVO,,,,Intel Core i5,259,cdiscount.com,ORDINATEUR
"Ordinateur portable | 17,3 pouces HD+ - Intel N5095 (2,9GHz) - RAM 16 Go - SSD 512 Go - Windows11Pro - Avec souris - AZERTY",,SSD,,Oui,Intel N5095,"369,69",cdiscount.com,ORDINATEUR
Ordinateur Portable - HP - 15-FC0070NF - 15.6'' FHD - AMD Ryzen 5 7520U - 16 Go RAM - 512 Go SSD,HP,,7Z9X6EA#ABF,,,"549,9",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable - 15.6""HD+ - 24 Go RAM 512 Go SSD- Celeron N5095 (2,9 GHz) - Rotation à 180°-  Windows 11 PRO",,,,Oui,Intel Celeron N5095,"299,99",cdiscount.com,ORDINATEUR
"PC Portable - Dell Latitude E7270 - 12""  Core i5 - 8Go RAM - 256Go SSD - Windows 10 Pro - Reconditionné Etat Correct",DELL,,,,Intel Core i5-6300U,199,cdiscount.com,ORDINATEUR
"PC Portable 16 pouces ,512 Go SSD- 16 Go RAM   Celeron N100  - Windows 11 Pro Ordinateur Portable,AZERTY,Clavier rétro-éclairé",,,,,CPU Celeron Dual-Core Turbo 3.4 GHz 4M Cache,"299,66",cdiscount.com,ORDINATEUR
"PC Portable Gamer - MSI - Katana 15 B13VFK-2226XFR - 15,6"" FHD 144Hz - i5-13420H - RAM : 16Go -512Go SSD -RTX 4060 8Go -Sans windows",MSI,SSD,9S7-158571-2226,,Intel® Core™ i5-13420H de 13ème génération,"1139,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable Gamer LENOVO Legion S5 16ARP9 | 16'' WQXGA 165hz - RTX 4070 140w - AMD R7-7435HS - RAM 16 Go - SSD 512Go - Sans Windows,LENOVO,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,83EX002VFR,,AMD Ryzen™ 7 7435HS,"999,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
NOTODD Ordinateur portable Windows 11 - PC Portable 14'' FHD - RAM 6Go Stockage 256Go SSD - Celeron N4020 - HDMI -Avec souris -,,SSD,,,Celeron N4020,"218,75",cdiscount.com,ORDINATEUR
"Ordinateur portable | 17,3 pouces HD+ - Intel N5095 (2,9GHz) - RAM 16 Go - SSD 512 Go - Windows11Pro - Avec souris - AZERTY",,SSD,,Oui,Intel N5095,"369,69",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
ORDINATEUR PORTABLE HP 14-EM0033NF,HP,,948P8EA#ABF,,,569,cdiscount.com,ORDINATEUR
Dell - Ordinateur Portable Latitude E6420 - Core i5 - RAM 8 Go - Stockage 240 Go SSD - Windows 10 - Reconditionné,DELL,,,,,199,cdiscount.com,ORDINATEUR
"PC Portable HP 15-fc0071nf - Windows 11 - 15,6"" FHD - Ryzen 5-7520U - RAM 16Go - Stockage 512Go SSD - AZERTY",HP,,7Y0M7EA#ABF,Oui,AMD Ryzen 5-7520U,"549,99",cdiscount.com,ORDINATEUR
"Ordinateur portable Auusda 15,6"" AMD Ryzen 7 5825U (jusqu'à 4,5 GHz), 32 Go RAM DDR4, 1 To NVMe SSD, PC Portable jeu Windows 11 Pro",,1 To,,Oui,AMD Ryzen™ 7 5825U,"627,36",cdiscount.com,ORDINATEUR
"PC Portable HP 17-cn0016nf - Windows 11 - 17,3"" HD+ - Celeron N4120 - RAM 8Go - Stockage 512Go SSD - AZERTY",HP,,9E312EA#ABF,Oui,Intel Celeron N4120,"429,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable LENOVO Ideapad Slim 3 15IRU9 | Windows 11 - 15,6"" FHD - Core 5 120U - RAM 16 Go - SSD 512 Go - AZERTY",LENOVO,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,83E6003GFR,,"Intel® Core™ i5-120U (10C (2P + 8E) / 12T, P-core 1.4 / 5.0GHz, E-core 0.9 / 3.8GHz, 12MB)","729,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable LENOVO Ideapad 3 17ALC6 | Sans Windows - 17'' HD+ - Ryzen 7 5700U - RAM 12Go - SSD 512Go - AZERTY,LENOVO,SSD 512 Go M.2 2242 PCIe® 4.0x4 NVMe®,82KV00LPFR,,AMD Ryzen™ 5 5500U,588,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC PORTABLE 12"" DELL LATITUDE E7250 i7 8 Go RAM 256 GB SSD - Batterie grade A",DELL,,,,,240,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer HP Victus 15-fb0233nf - Windows 11 - 15,6"" FHD - RTX 3050 4Go - Ryzen 5-5600H - RAM 16Go - 512Go SSD - AZERTY",HP,,A94WBEA#ABF,,AMD Ryzen™ 5 5600H,"849,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook 15 OLED S1504 | Sans Windows - 15,6"" FHD - AMD Ryzen 5 7520U - RAM 16Go - 1To SSD",ASUS,,90NB0ZR2-M024A0,Oui,AMD Ryzen 5 7520U / 2.8 GHz,"569,99",cdiscount.com,ORDINATEUR
"PC Portable HP 17-cn0019nf - Windows 11 - 17,3"" HD+ - Celeron N4120 - RAM 4Go - Stockage 128Go SSD - AZERTY",HP,,9P9A6EA#ABF,Oui,Intel® Celeron® N4120,"319,99",cdiscount.com,ORDINATEUR
"Apple - 13,6"" MacBook Air M3 (2024) - RAM 16Go - Stockage 512Go - Minuit - AZERTY",APPLE,512 Go,MXCV3FN/A,Oui,Apple M3,1319,cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad 1 15ALC7 | Windows 11 - 15'' FHD - Ryzen 5 5500U - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,512GB SSD,82R4007BFR,,AMD Ryzen™ 5 5500U,"449,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable - Dell Latitude E7270 - 12""  Core i5 - 8Go RAM - 256Go SSD - Windows 10 Pro - Reconditionné Etat Correct",DELL,,,,Intel Core i5-6300U,199,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
ORDINATEUR PORTABLE HP 14-EM0033NF,HP,,948P8EA#ABF,,,569,cdiscount.com,ORDINATEUR
"PC Portable - KUU-16""FHD - 16 Go de RAM 512 Go SSD -Intel Alder Lake N 95 (3,4 GHz) - Windows 11 PRO",,,,Oui,Intel Alder Lake N95,"309,99",cdiscount.com,ORDINATEUR
"PC Portable HP 15s-eq2120nf - Windows 11 - 15,6"" FHD - Ryzen 5-5500U - RAM 8Go - Stockage 256Go - AZERTY",HP,,A80NDEA#ABF,,AMD Ryzen™ 5 5500U,"469,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook 15 S1502 | 15,6"" FHD - Intel Core i5-12500H - RAM 24Go - 512Go SSD - Win 11",ASUS,,90NB0VX1-M03AJ0,Oui,Intel Core i5-12500H / 2.5 GHz,"659,99",cdiscount.com,ORDINATEUR
"PC portable Gamer- ERAZER- Deputy P60i- 15,6"" FHD 144Hz- Core i5-12450H- RAM 16Go- SSD 512Go- RTX 4060- AZERTY- Livré sans Windows",ERAZER,SSD,30038061,,"Intel® Core™ i5-12450H (3,3GHz - 45W)","849,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable LENOVO IdeaPad Slim 3 15IAN8| Sans Windows - 15'' FHD - Core i3-N305 - RAM 8 Go - SSD 512 Go - AZERTY,LENOVO,SSD,82XB006UFR,,Intel® Core™ i3-N305,"399,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable LENOVO Yoga Slim 7 14APU8 | Windows 11 - 14"" OLED 2,9K 90hz - Ryzen 7 7840S - RAM 16 Go - SSD 512 Go - AZERTY",LENOVO,SSD 512 Go M.2 2280 PCIe® 4.0x4 NVMe®,83AA0010FR,,"AMD Ryzen™ 7 7840S (8C / 16T, 3.3 / 5.1GHz, 8MB L2 / 16MB L3)","1079,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
PC Portable LENOVO Ideapad Slim 3 16IAH8 | Sans Windows - 16'' WUXGA - Core i5-12450H - RAM 16 Go - SSD 512 Go - AZERTY,LENOVO,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,83ES003EFR,,"Intel® Core™ i5-12450H, 8C (4P + 4E) / 12T, P-core 2.0 / 4.4GHz, E-core 1.5 / 3.3GHz, 12MB","499,99",cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
Ordinateur portable Lenovo Thinkpad X230 Core I5 Disque 750GB 4GB RAM Win 10,LENOVO,750 Go,,,Core I5,229,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable Gamer ASUS TUF Gaming A15 | Sans Windows - 15,6"" FHD 144Hz - RTX 3050 - AMD Ryzen 5 4600H - RAM 16Go - 512Go SSD",ASUS,,90NR0667-M00J10,Oui,AMD Ryzen 5 4600H / 3 GHz,990,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
HP EliteBook 830 G6,HP,,,,,"244,99",cdiscount.com,ORDINATEUR
BVATE Ordinateur Portable -RAM 8Go + 256Go Mémoire-  PC Portable 14 pouces Full HD - Windows11 |Celeron N4020- WIFI - HDMI-Gris,,256 Go SSD,,14 pouces,Celeron N4020,"227,99",cdiscount.com,ORDINATEUR
"PC Portable Gaming Acer Nitro V 16 ANV16-41-R71H 16"" WQXGA 165 Hz AMD Ryzen™ 7 32 Go RAM 1 To SSD Nvidia GeForce RTX 4060 Noir",ACER,,,,,"1565,6",cdiscount.com,ORDINATEUR
Dell - Ordinateur portable-Dell Latitude  - 512Go SSD - Intel core i5-8250U - 1.60GHz - 16Go (16384Mo)-Reconditionné,DELL,,,,,296,cdiscount.com,ORDINATEUR
"PC Portable HP 15s-fq5035nf - Windows 11 - 15,6"" FHD - Core i5-1235U - RAM 16Go - Stockage 1To SSD - AZERTY",HP,,9Z302EA#ABF,Oui,Intel® Core™ i5-1235U,"679,99",cdiscount.com,ORDINATEUR
"MacBook Pro 13,3"" Retina avec Touch Bar - Intel Core i5 - RAM 8Go - 256Go SSD - Gris Sidéral - Reconditionné",APPLE,,MPXV2FN/A,Oui,Intel Core i5 (7ème génération) 3.1 GHz,459,cdiscount.com,ORDINATEUR
,,,,,,,cdiscount.com,ORDINATEUR
"PC Portable ASUS VivoBook 17 S1704 | Win 11 - 17,3'' HD+ - Intel Core i5 1235U - RAM 16Go - 512Go SSD",ASUS,,90NB10F1-M00A20,Oui,Intel Core i5 1235U / 1.3 GHz,"669,99",cdiscount.com,ORDINATEUR
